Response ID,Country,City,Region,Home ZIP,Work ZIP,Are you a resident of a nearby neighborhood?,Do you own a business on Telegraph?,Do you work on or near Telegraph?,"Do you visit the stores, restaurants and bars, or use the services on Telegraph Avenue?",Do you commute via Telegraph Avenue?,How often do you visit or pass through Telegraph Avenue?,ModeRank1,ModeRank2,ModeRank3,ModeRank4,ModeRank5,ModeRank6,ModeRankNR,Rank of driving among modes of transport 1,Rank of AC Transit among modes of transport 1,Rank of BART among modes of transport 1,Rank of bicycle  among modes of transport 1,Rank of walking  among modes of transport 1,"Rank of ""other""  among modes of transport 1",What do you like best about Telegraph Avenue?,What do you wish were different about Telegraph Avenue?,Tgraph is good for pedestrians,Tgraph is good for bicyclists,Tgraph is good for motorists,Tgraph is good for transit riders,Do you feel that the existing configuration adequately balances the needs of all users (pedestrians/cyclists/motorists/transit riders)?,ImprRank1,ImprRank2,ImproRank3,ImprRank4,ImprRankNR,Rank driving should have in planned improvements 1,Rank public transit should have in planned improvements 1,Rank bicycling should have in planned improvements 1,Rank walking should have in planned improvements 1,Ideas to help motorists,Ideas to help transit riders,Ideas to help bicyclists,Ideas to help pedestrians,Comments on the draft vision statement,"What streets in Oakland, the Bay Area, or anywhere in the world do you wish Telegraph Avenue more closely resembled? What about those streets do you like? What aspects of those streets would you most like to see on Telegraph Avenue?",Is there anything we missed? Please share any additional comments you have about Telegraph Avenue.
568,United States,Oakland,CA,94606,94621,No/blank,No/blank,No/blank,Yes,No/blank,Rarely,,,Driving,ACTBART,BikingWalking,,Other,3,4,4,5,5,,"Broad wide street, local businesses, bus transportation, access to MacArthur BART",More business and restaurants near north and south of MacArthur Ave.,Agree,Disagree,Agree,Agree,No,,TransitBikingWalking,Driving,,,3,2,2,2,,covered bus stops,better identified bike lanes,"SF style parklets, better lighting",,,
569,United States,Oakland,CA,94609,94612,Yes,No/blank,Yes,Yes,Yes,Daily,,Driving,BART,Walking,ACT,Biking,Other,2,5,3,6,4,,"Shops, restaurants",Bike lanes throughout,Disagree,Strongly Disagree,Disagree,Agree,No,Biking,Transit,Walking,,Driving,,2,1,3,,,bike lanes are needed throughout Telegraph Ave.,,,,
570,United States,Berkeley,CA,94609,,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,BikingOther,,DrivingBART,ACT,,Walking,,3,4,3,1,6,1,All the unique stores & restaurants.,Bulbouts at crosswalks! It's 5 lanes of traffic in some sections and bulbouts would make it safer to cross. Maybe even ban right on red at some intersections too so it is even safer to cross.,Strongly Disagree,Strongly Disagree,Agree,Disagree,No,Walking,Biking,Transit,Driving,,4,3,2,1,"Entire study area: do nothing for cars, only for other modes so cars will have to slow down!","Entire study area: bulbouts for bus stops so buses can stop in the traffic lane, more efficient for the buses.",Entire study area: direct them to side streets so less bike/ped conflicts & side streets are safer for bike riders too.,Entire study area: ban right on reds at major intersections. Add bulbouts at corsswalks.,"This statement should have more of a ""transit first"" theme. Oftentimes the loudest voices in the room are the most reactionary ones who want Oakland to be a ""car first"" City and that has got to change.",College Ave. in Rockridge & Elmwood. Drivers are forced to drive slower due to the narrowness & congestion of the avenue. This makes for a safer & better avenue for bikes & peds.,
571,United States,Oakland,CA,94609,94708,Yes,No/blank,No/blank,No/blank,No/blank,Daily,Walking,BART,Biking,,Driving,ACT,Other,5,6,2,3,1,,"The small local scene - mom and pop stores, sole proprietor businesses etc - while there is a bike lane it's inconsistent and not well marked but it's there and better than nothing",Better pedestrian access - clearer crossings (like Shattuck Ave has in Berkeley) a designated bike lane that goes all the way along Telegraph rather than appearing and disappearing - slower car traffic in the denser shopping areas,Disagree,Disagree,Strongly Agree,Agree,No,BikingWalking,Transit,,Driving,,4,2,1,1,,,A consistent clearly marked bike lane from start to finish,Crossings like on Shattuck in Gourmet Ghetto for Temescal  corridor - Alcatraz Ave area - 24 underpass could feel safer,Love it :),Shattuck Ave in Gourmet Ghetto has blinking well lit highly visible pedestrian controlled crossings.  Bike lanes that are clearly marked like in SF and NYC - it would be nice if Telegraph felt less car thoroughfare and more neighborly - more a place you wanted to walk the way College Ave feels,
572,United States,San Francisco,CA,94611,94112,Yes,No/blank,No/blank,No/blank,No/blank,A few times per week,Walking,BART,Biking,ACT,Driving,Other,,5,4,2,3,1,6,The diversity of store,Make it safer with respect to traffic for bikes and pedestrians,Disagree,Strongly Disagree,Agree,Disagree,No,Transit,Walking,Biking,Driving,,4,1,3,2,,,The bike lanes end suddenly. Telegraph needs a continuous separated bike lane.,Ease of crossing,,"Downtown San Jose has a wide separated bike lane, which is much safer.",
573,United States,Oakland,CA,94609,94720,Yes,No/blank,Yes,Yes,Yes,A few times per week,Biking,BARTWalking,ACT,,,Driving,Other,6,3,2,1,2,,"Shops, directness, bustling",Bicycle lanes and signage. Reduced speed and increased enforcement. More clearly marked crosswalks.,Disagree,Disagree,Disagree,Agree,No,Biking,Walking,Driving,Transit,,3,4,1,2,Lower speed and enforcement thereof. Better timing of lights for traffic moving at 25 mph.,"Transit OK, but drivers must be careful!",Bicycle lanes and signage.,More clearly marked crosswalks.,,I prefer College Ave due to slower speeds of cars. I prefer Shattuck Ave because of bike lanes. Even cars prefer Shattuck I think.,"If you lower the speed to 25 mph and time the lights, it will be more efficient and safer and the same time.  Oakland needs to engage bicyclists *and* motorists in better safety awareness."
574,United States,Oakland,CA,94609,94111,Yes,No/blank,No/blank,Yes,Yes,Daily,Walking,BART,Driving,ACT,Biking,Other,,3,4,2,5,1,6,"Great locally-owned businesses.  Plus amenities like library, farmer's market, access to freeways.  Easy to travel to other places, but so much within walking distance.",Miss the bike lanes that were taken out several years ago.  Witness a lot of bike/car issues.,Agree,Disagree,Agree,Agree,No,Biking,Transit,Walking,Driving,,4,2,1,3,"more access to parking,",,bike lanes,safety when walking on side streets off Telegraph,,,"Strong pockets of businesses.  What are ways to support the expansion of the successful pockets to increase public safety, without losing the local aspects (by adding more national chains like BevMo or fast food restaurants)."
575,United States,San Francisco,CA,94609,94607,Yes,No/blank,No/blank,Yes,Yes,Daily,Driving,BART,ACT,Other,Walking,,Biking,1,3,2,,5,4,direct route for transport in Oakland,"Usually, very ugly frontage",Disagree,Disagree,Disagree,Disagree,No,Walking,Transit,Driving,Biking,,3,2,4,1,"Better timing of lights during evening rush hour, too many cars trying to turn left for the current timing, Stupid to have Claremont lights one block up from 51st St light.  N.bound, have a small turn only lane to get onto the Hhgway 24 on-ramp,",,,"save crossing, more marked crossings, street lighting is weak, need buttons to affect traffic signal lights.  I use mostly MacArtthur Ave to Alacatraz Ave",,444 - C 40th Street,
576,United States,Oakland,CA,94609,94609,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Biking,BART,Walking,Driving,ACT,Other,,4,5,2,1,3,6,The repaving just south of 51st and Telegraph is a welcome relief. I love and regularly use the shops around 51st and Telegraph. I usually take Telegraph at night when I'm on my bike because it's well-lit and more trafficked than the nearby small streets.,I hate playing hopscotch with the busses when I'm on my bike - it's scary to be constantly switching lanes with a giant bus while I'm also watching the busy car and pedestrian traffic. (Not to mention the potholes!),Disagree,Disagree,Strongly Agree,Agree,No,Transit,Biking,Walking,Driving,,4,1,2,3,,,anything that helps bikes and busses stop crossing paths is a great idea. could the bike lane be placed somewhere other than next to the row of parked cars to reduce dooring issues? thinking particularly of the 55th-40th corridor and up in Berkeley by campus. also an issue in downtown Oakland.,,it's not just lack of space for bicyclists - it's also about the competition between buses and bikes for space that they both need.   it reads really nicely. it's long - if I wasn't specifically answering questions about this right now I wouldn't read the whole thing.,...I can't think of anything that I like that has a comparable amount of traffic.,thanks for doing this! I love this city and I appreciate the work you're putting in to make it a better and more liveable place.
577,United States,San Jose,CA,94609,94709,Yes,No/blank,No/blank,Yes,Yes,Daily,Driving,Walking,ACT,BART,Biking,,Other,1,3,4,5,2,,"It is a broad, direct  link from Downtown Oakland to UC Berkeley and nearby downtown Berkeley.","We need to decrease the automobile traffic, especially in the morning and early evening on Telegraph. It is a pedestrian and cyclist hazard and is adversely affecting the attractiveness of Telegraph as a major attraction for small businesses consistent with the adjacent residential neighborhoods.",Strongly Disagree,Disagree,Agree,Disagree,No,Biking,Walking,Transit,Driving,,4,3,1,2,Modes that will reduce the motor vehicle traffic throughout the corridor.,Possibly a combined dedicated bus/bicycle lane or lanes in the busiest segments.,"We need signage (and related enforcement) that reminds cyclists that they are also required to comply with applicable traffic laws. We also need configurations that allow cyclists to safely make left turns. Generally, we need to encourage increased (and safe) bicycle use of this corridor.","There is a need for better pedestrian crossing options between 51st and 57th Streets and better, more attractive lighting.","The Vision Statement should also say something about the nature of the neighborhoods and businesses that are adjacent to and within this corridor. There are more young families, young working people, and elderly residents, all of whom have an interest in encouraging accessibility to restaurants, galleries, medical services, and small businesses without having to deal with the pollution and safety hazards caused by excessive motor vehicle traffic, which historically has been the default favorite. We need to change this.","In both Oakland and Berkeley, there have been efforts to integrate the natural environment with man-made roads and other transportation systems by adding trees, plants, and other creative landscaping to ""soften"" and enhance the experience of using and crossing along these corridors by foot, bicycle or motor vehicle. We can be creative and do much more in this regard.","We have a unique opportunity at this time, when the neighborhoods, businesses and services along Telegraph are undergoing a ""renaissance"" of activity for an amazingly diverse group of citizens (racially, culturally, and economically). We need to seize this opportunity and make Telegraph the example and signature attraction of the City of Oakland in transition."
578,United States,Berkeley,CA,94609,,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Walking,Driving,BART,ACT,,,BikingOther,2,4,3,,1,,"Lively mix of businesses, lots of places with good food to eat for wide price range. Lots of people to feel safe, but not crowded. Walkable.","Fewer drunks, drug sellers and menacing people at night especially. Better lighting to dissuade criminals and just plain bad guys (women, teens included) from hanging out Wish it felt safer from 51st to 57th street end, particularly at night.",Agree,No Opinion,Disagree,Disagree,No,Walking,TransitBiking,Driving,,,3,2,2,1,"Claremont to 47th St congestion. Also,parking sucks. The lot at temescal plaza is suddenly a nighmare to both navigate or find a parking place. Parking on the street is not easy to find and seems to complicate the congestion.",Lots of people lined up by the walgreens at 52/51 st. blocks the sidewalk. Looks uncomfortable for them.,I've seen car drivers get irritated with bicyclists when the cyclists don't really have a choice. Need more bicycle awareness PLUS bicyclists following the rules. They're always my priority but thumbing your nose at drivers isn't cool,Not that many places to cross the street safely between 49th & 45th and even down to 40th. Better timing the lights might help both vehicle traffic and pedestrians by setting expectations.,"Agree. For me, it's a very important car through-travel corridor, although I divert to Shattuck when I can because it's more peaceful. From home I frequently walk to and through telegraph to patronize businesses (and eat!).",I giess I selfishly like periodically shutting off 45th to 51st or Claremont (on the west side) to auto traffic for pedestrian market/stroll /feast days. (there goes the through corridor--oops),"Ensure pedestrian safety (from people, not so much cars) throughout the 40th to 57th St corridor, especially on the outer ends"
579,United States,Emeryville,CA,94609,94609,Yes,No/blank,No/blank,Yes,Yes,Daily,Walking,Driving,BART,Biking,,ACT,Other,2,6,3,4,1,,Restaurants and shops. Lively arts scene.,"There are still a few major potholes and manholes that are below grade. The intersection of Shattuck, Telegraph, and 45th is still unclear to many motorists (mostly those on  Shattuck merging onto Telegraph).",Agree,Agree,Agree,No Opinion,Yes,Walking,Biking,Transit,Driving,,4,3,2,1,,,,The 1R bus stop at 49th and Tele needs to be lengthened significantly. I routinely have to walk way out into traffic when crossing at that crosswalk. The bus completely blocks the crosswalk and about half of 49th.,"The final sentence needs to be revised. ""to put to implement""",,
580,United States,Oakland,CA,94609,94601,Yes,No/blank,No/blank,Yes,No/blank,Daily,Driving,Walking,,BARTBiking,,,ACTOther,1,,4,4,2,,it's central and a good thoroughfare,i'd like it to be more continuous in its feel. it changes a lot from block to block. i'd like it if it were more attractive visually too. i wish it was easier to cross.,Disagree,Strongly Disagree,Agree,Disagree,No,TransitBikingWalking,,Driving,,,3,1,1,1,better traffic light visibility and flow,i don't find it easy to hop a bus to get to BART (either Rockridge or MacA). would be good to make bus stops long enough so they don't have to block an intersection.,"more bike lanes now, but could be better. bike lockers would be cool",make it safer. i saw someone killed in crosswalk with light on telegraph between 49th and 51st. motorist didn't see light at walgreens.,sounds good to me.,"i like streets that have medians, that have plants or something visually integrating.",
581,United States,Oakland,CA,94609,94720,Yes,No/blank,No/blank,Yes,No/blank,A few times per month,Biking,Driving,Walking,BART,ACT,,Other,2,5,4,1,3,,Busy commercial corridor with lots of shops and restaurants,"Not enough space for all users -- difficult to ride bike between ~ 45th and 51st (bad pavement quality, many lights, lots of traffic, no bike lanes)",Agree,Disagree,Strongly Agree,Disagree,No,Walking,Biking,Transit,Driving,,4,3,2,1,,,"Bike lanes, repaving near 51st",,,International Blvd in Fruitvale is a good Oakland model,
